semester - 1
roll, sgpa
1101106036,6.82
1101106057,8.64
1101106056,8.39
1101106055,8.61
1101106054,8.36
1101106029,7.36
1101106200,9.21
1101106044,6.29
1101106045,6.25
1101106046,6.11
1101106047,3.89
1101106040,4.64
1101106041,6.61
1101106042,5.86
1101106043,8.82
1101106048,8.29
1101106049,8.75
1101106115,8.71
1221106007,4.88
1101106354,8.36
1221106009,4.77
1221106008,8.58
1101106058,8.68
1101106039,9.39
1101106038,9.11
1101106035,7.64
1101106034,6.61
1101106037,6.93
1101106050,7.64
1101106031,4.57
1101106030,8.36
1101106033,5.0
1101106032,6.54
1101106053,8.71
1101106052,7.89
1101106051,7.89

semester - 2
roll, sgpa
1101106036,7.18
1101106057,8.18
1101106056,7.89
1101106055,7.5
1101106054,7.43
1101106029,6.57
1101106200,8.43
1101106044,6.18
1101106045,6.04
1101106046,6.46
1101106047,5.82
1101106040,5.64
1101106041,8.11
1101106042,6.5
1101106043,9.39
1101106048,8.0
1101106049,7.96
1101106115,8.86
1221106007,4.24
1101106354,8.89
1221106009,6.96
1221106008,9.04
1101106058,8.32
1101106039,9.5
1101106038,9.36
1101106035,8.36
1101106034,6.25
1101106037,7.14
1101106050,6.89
1101106031,6.04
1101106030,8.5
1101106033,4.29
1101106032,6.79
1101106053,8.86
1101106052,7.82
1101106051,7.21

semester - 3
roll, sgpa
1101106036,7.23
1101106057,8.62
1101106056,7.35
1101106055,7.0
1101106054,7.62
1101106029,6.73
1101106200,8.27
1101106044,7.08
1101106045,6.58
1101106046,6.65
1101106047,5.88
1101106040,5.85
1101106041,7.73
1101106042,6.69
1101106043,9.15
1101106048,7.73
1101106049,8.58
1101106115,8.18
1221106007,4.88
1101106354,7.0
1221106009,7.5
1221106008,8.63
1101106058,7.96
1101106039,9.5
1101106038,9.04
1101106035,8.27
1101106034,6.5
1101106037,6.92
1101106050,7.04
1101106031,6.15
1101106030,7.5
1101106033,3.12
1101106032,7.5
1101106053,9.0
1101106052,8.62
1101106051,6.73

semester - 4
roll, sgpa
1101106036,8.04
1101106057,8.92
1101106056,7.28
1101106055,7.56
1101106054,6.88
1101106029,7.88
1101106200,9.0
1101106044,8.08
1101106045,6.72
1101106046,7.32
1101106047,6.4
1101106040,6.0
1101106041,8.68
1101106042,6.88
1101106043,9.24
1101106048,7.76
1101106049,9.12
1101106115,8.72
1221106007,4.71
1101106354,8.6
1221106009,7.92
1221106008,8.92
1101106058,8.04
1101106039,9.4
1101106038,9.24
1101106035,8.2
1101106034,6.96
1101106037,8.4
1101106050,7.36
1101106031,6.6
1101106030,8.12
1101106033,4.56
1101106032,7.72
1101106053,9.32
1101106052,8.92
1101106051,7.52

semester - 5
roll, sgpa
1101106036,7.0
1101106057,9.25
1101106056,7.25
1101106055,6.63
1101106054,7.63
1101106029,7.29
1101106200,8.75
1101106044,8.08
1101106045,6.25
1101106046,6.21
1101106047,4.29
1101106040,5.42
1101106041,8.38
1101106042,6.96
1101106043,9.13
1101106048,7.25
1101106049,8.25
1101106115,8.46
1221106007,6.62
1101106354,8.67
1221106009,8.08
1221106008,8.85
1101106058,8.08
1101106039,9.38
1101106038,8.42
1101106035,8.04
1101106034,6.58
1101106037,7.92
1101106050,6.88
1101106031,6.83
1101106030,8.29
1101106033,3.17
1101106032,7.38
1101106053,9.0
1101106052,8.46
1101106051,7.71

semester - 6
roll, sgpa
1101106036,7.63
1101106057,9.13
1101106056,7.46
1101106055,7.63
1101106054,7.83
1101106029,7.79
1101106200,8.79
1101106044,7.33
1101106045,6.58
1101106046,5.83
1101106047,5.71
1101106040,6.13
1101106041,8.5
1101106042,7.67
1101106043,8.88
1101106048,7.83
1101106049,8.92
1101106115,8.5
1221106007,7.96
1101106354,8.58
1221106009,8.96
1221106008,9.61
1101106058,8.63
1101106039,9.25
1101106038,9.17
1101106035,8.63
1101106034,7.17
1101106037,8.29
1101106050,6.88
1101106031,4.92
1101106030,8.25
1101106033,4.08
1101106032,7.38
1101106053,9.37
1101106052,8.79
1101106051,7.75

semester - 7
roll, sgpa
1101106036,7.31
1101106057,9.08
1101106056,7.38
1101106055,7.5
1101106054,8.42
1101106029,8.42
1101106200,8.73
1101106044,7.42
1101106045,6.23
1101106046,7.0
1101106047,6.92
1101106040,5.88
1101106041,8.96
1101106042,7.19
1101106043,8.81
1101106048,7.62
1101106049,8.88
1101106115,8.5
1101106354,9.04
1101106058,8.92
1101106039,9.31
1101106038,8.96
1101106035,8.5
1101106034,7.88
1101106037,7.73
1101106050,7.81
1101106031,7.35
1101106030,8.62
1101106033,4.57
1101106032,7.85
1101106053,9.27
1101106052,8.73
1101106051,8.12

semester - 8
roll, sgpa
1101106036,7.39
1101106057,9.61
1101106056,7.78
1101106055,8.48
1101106054,8.96
1101106029,8.96
1101106200,9.35
1101106044,6.0
1101106045,7.04
1101106046,7.83
1101106047,6.74
1101106040,6.65
1101106041,9.48
1101106042,8.09
1101106043,9.61
1101106048,8.43
1101106049,9.35
1101106115,9.09
1101106354,8.43
1101106058,9.48
1101106039,9.48
1101106038,9.74
1101106035,9.61
1101106034,8.35
1101106037,8.17
1101106050,8.43
1101106031,7.04
1101106030,9.09
1101106032,7.7
1101106053,9.61
1101106052,9.22
1101106051,8.57

