semester - 1
roll, sgpa
1201106164,7.14
1201106165,8.07
1201106166,7.29
1201106167,0.71
1201106160,7.14
1201106161,8.46
1201106162,8.0
1201106163,7.71
1201106216,8.43
1201106169,8.86
1201106186,8.61
1321106040,5.29
1201106184,8.0
1201106185,8.57
1201106182,7.86
1201106183,7.82
1201106180,8.5
1201106181,8.43
1201106212,7.96
1201106213,7.93
1201106210,8.29
1201106188,8.25
1201106189,8.0
1321106039,5.46
1321106038,0.0
1201106203,6.75
1201106202,7.18
1321106035,3.82
1321106037,4.71
1321106036,4.36
1201106179,8.0
1201106178,6.54
1201106173,8.54
1201106171,8.04
1201106177,7.71
1201106176,8.36
1201106175,6.61
1201106174,7.75
1201106205,1.43
1201106204,8.39
1201106207,9.14
1201106206,7.46
1201106201,6.21
1201106200,1.93
1201106157,8.14
1201106156,7.04
1201106159,0.71
1201106209,6.04
1201106208,6.89
1201106195,7.86
1201106194,7.14
1201106197,6.61
1201106196,7.89
1201106190,6.54
1201106193,8.04
1201106192,6.07
1201106211,7.89
1321106041,3.82
1321106042,4.18
1201106199,8.04
1201106198,4.43
1201106215,7.71
1201106214,8.82

semester - 2
roll, sgpa
1201106164,7.46
1201106165,8.04
1201106166,7.46
1201106160,6.75
1201106161,8.0
1201106162,7.79
1201106163,7.21
1201106216,8.43
1201106169,8.75
1201106186,8.36
1321106040,7.85
1201106184,7.68
1201106185,8.57
1201106182,7.71
1201106183,8.39
1201106180,8.14
1201106181,8.32
1201106212,8.14
1201106213,8.29
1201106210,8.36
1201106188,8.07
1201106189,7.64
1321106039,6.67
1201106203,7.18
1201106202,7.25
1321106035,6.48
1321106037,4.63
1321106036,5.89
1201106179,7.75
1201106178,7.43
1201106173,8.32
1201106171,7.89
1201106177,7.29
1201106176,7.71
1201106175,6.0
1201106174,7.21
1201106204,8.46
1201106207,8.14
1201106206,7.68
1201106201,7.07
1201106157,7.96
1201106156,6.36
1201106209,6.25
1201106208,7.36
1201106195,7.86
1201106194,7.43
1201106197,6.61
1201106196,7.71
1201106190,7.0
1201106193,6.86
1201106192,5.11
1201106211,7.57
1321106041,5.22
1321106042,4.63
1201106199,7.79
1201106198,4.5
1201106215,7.5
1201106214,9.0

semester - 3
roll, sgpa
1201106164,6.64
1201106165,7.71
1201106166,6.18
1201106160,6.89
1201106161,8.46
1201106162,7.57
1201106163,6.93
1201106216,8.11
1201106169,8.93
1201106186,8.75
1321106040,8.38
1201106184,7.61
1201106185,8.39
1201106182,6.96
1201106183,7.39
1201106180,8.07
1201106181,8.32
1201106212,7.79
1201106213,7.96
1201106210,8.21
1201106188,7.93
1201106189,7.75
1321106039,7.83
1201106203,6.18
1201106202,6.32
1321106037,5.71
1321106036,6.46
1201106179,7.46
1201106178,6.61
1201106173,7.64
1201106171,7.32
1201106177,7.5
1201106176,7.25
1201106175,5.93
1201106174,6.68
1201106204,8.68
1201106207,8.89
1201106206,7.5
1201106201,6.07
1201106157,7.82
1201106156,7.07
1201106209,5.46
1201106208,6.43
1201106195,7.71
1201106194,6.79
1201106197,6.07
1201106196,7.07
1201106190,6.5
1201106193,7.21
1201106192,4.21
1201106211,8.0
1321106041,6.25
1321106042,5.5
1201106199,7.04
1201106198,3.36
1201106215,6.64
1201106214,9.29

semester - 4
roll, sgpa
1201106164,6.52
1201106165,7.81
1201106166,6.22
1201106160,7.52
1201106161,8.33
1201106162,8.22
1201106163,6.89
1201106216,8.52
1201106169,8.81
1201106186,8.63
1321106040,7.75
1201106184,7.81
1201106185,8.59
1201106182,7.85
1201106183,7.48
1201106180,8.19
1201106181,8.7
1201106212,8.3
1201106213,7.52
1201106210,8.04
1201106188,7.33
1201106189,7.04
1321106039,6.92
1201106203,6.0
1201106202,6.48
1321106037,5.96
1321106036,6.17
1201106179,8.41
1201106178,7.0
1201106173,8.15
1201106171,8.07
1201106177,7.37
1201106176,6.67
1201106175,6.44
1201106174,7.07
1201106204,8.74
1201106207,8.85
1201106206,8.41
1201106201,6.74
1201106157,8.48
1201106156,6.96
1201106209,5.93
1201106208,5.41
1201106195,7.11
1201106194,6.26
1201106197,6.37
1201106196,7.41
1201106190,6.78
1201106193,6.7
1201106192,2.78
1201106211,7.26
1321106041,6.21
1321106042,6.08
1201106199,7.15
1201106198,1.19
1201106215,7.59
1201106214,9.04

semester - 5
roll, sgpa
1201106164,6.88
1201106165,8.25
1201106166,6.67
1201106160,7.92
1201106161,8.54
1201106162,8.38
1201106163,7.25
1201106216,8.75
1201106169,8.87
1201106186,9.0
1321106040,7.91
1201106184,8.13
1201106185,8.87
1201106182,8.13
1201106183,8.25
1201106180,8.87
1201106181,9.0
1201106212,8.38
1201106213,8.0
1201106210,8.42
1201106188,8.21
1201106189,7.41
1321106039,7.57
1201106203,5.54
1201106202,7.0
1321106037,5.48
1321106036,6.26
1201106179,8.25
1201106178,7.33
1201106173,8.63
1201106171,8.17
1201106177,7.67
1201106176,7.88
1201106175,7.08
1201106174,7.33
1201106204,8.75
1201106207,9.0
1201106206,8.38
1201106201,7.33
1201106157,8.13
1201106156,7.38
1201106209,5.17
1201106208,7.33
1201106195,8.0
1201106194,7.71
1201106197,6.38
1201106196,8.0
1201106190,7.13
1201106193,8.17
1201106192,0.36
1201106211,8.13
1321106041,6.52
1321106042,6.39
1201106199,8.63
1201106198,1.17
1201106215,7.75
1201106214,9.5

semester - 6
roll, sgpa
1201106164,6.96
1201106165,8.38
1201106166,6.5
1201106160,7.75
1201106161,8.54
1201106162,8.75
1201106163,7.83
1201106216,8.79
1201106169,9.04
1201106186,9.04
1321106040,8.04
1201106184,8.42
1201106185,8.92
1201106182,8.75
