semester - 1
roll, sgpa
1101106107,8.68
1221106013,5.96
1101106101,7.18
1101106110,5.89
1101106106,9.18
1101106117,7.89
1221106015,4.96
1101106113,8.11
1101106088,8.14
1101106197,8.86
1101106089,8.0
1221106012,4.64
1101106009,8.46
1221106010,3.54
1221106011,3.29
1221106016,4.96
1101106118,7.89
1221106014,5.93
1101106100,7.46
1101106062,8.86
1101106063,7.04
1101106060,5.82
1101106061,7.86
1101106066,8.29
1101106067,9.18
1101106064,6.5
1101106065,8.54
1101106080,8.79
1101106081,6.04
1101106068,6.04
1101106069,6.07
1101106084,6.5
1101106085,8.18
1101106086,7.89
1101106087,8.64
1101106099,8.86
1101106214,8.93
1101106109,8.32
1101106098,9.32
1101106103,9.21
1101106112,6.71
1101106097,6.46
1101106114,9.07
1101106096,8.5
1101106111,8.39
1101106082,6.5
1101106108,7.36
1101106059,1.14
1101106083,7.0
1101106205,9.21
1101106105,8.82
1101106102,9.29
1101106116,8.64
1101106104,8.0
1101106071,8.64
1101106070,7.93
1101106073,8.68
1101106072,8.54
1101106075,7.61
1101106074,5.86
1101106077,6.43
1101106076,7.79
1101106079,8.86
1101106078,8.93
1101106095,8.39
1101106094,6.21
1101106093,9.14
1101106092,8.43
1101106091,6.96
1101106090,7.82

semester - 2
roll, sgpa
1101106107,7.86
1221106013,6.22
1101106101,8.04
1101106110,5.75
1101106106,9.25
1101106117,8.71
1221106015,5.19
1101106113,7.32
1101106088,8.82
1101106197,8.64
1101106089,7.86
1221106012,4.89
1101106009,9.0
1221106010,3.78
1221106011,1.6
1221106016,5.52
1101106118,8.0
1221106014,7.07
1101106100,7.43
1101106062,9.18
1101106063,7.07
1101106060,6.29
1101106061,7.39
1101106066,8.64
1101106067,9.54
1101106064,6.43
1101106065,8.04
1101106080,8.46
1101106081,7.32
1101106068,6.71
1101106069,6.29
1101106084,6.11
1101106085,8.25
1101106086,2.86
1101106087,3.21
1101106099,8.75
1101106214,8.54
1101106109,7.64
1101106098,9.07
1101106103,9.14
1101106112,7.82
1101106097,5.5
1101106114,8.75
1101106096,9.18
1101106111,7.96
1101106082,6.43
1101106108,7.82
1101106083,7.07
1101106205,8.93
1101106105,8.86
1101106102,9.46
1101106116,7.21
1101106104,7.32
1101106071,8.79
1101106070,7.93
1101106073,8.61
1101106072,8.89
1101106075,7.57
1101106074,6.82
1101106077,7.21
1101106076,8.36
1101106079,8.68
1101106078,9.32
1101106095,8.54
1101106094,6.25
1101106093,9.36
1101106092,8.64
1101106091,7.32
1101106090,7.29

semester - 3
roll, sgpa
1101106107,7.61
1221106013,6.38
1101106101,7.46
1101106110,4.86
1101106106,8.32
1101106117,8.64
1221106015,5.67
1101106113,7.14
1101106088,7.82
1101106197,8.46
1101106089,7.0
1221106012,5.29
1101106009,7.75
1221106010,4.08
1221106016,5.75
1101106118,7.89
1221106014,6.92
1101106100,7.61
1101106062,8.39
1101106063,7.07
1101106060,5.07
1101106061,6.36
1101106066,7.5
1101106067,9.11
1101106064,5.86
1101106065,7.39
1101106080,8.07
1101106081,7.04
1101106068,6.57
1101106069,4.79
1101106084,6.14
1101106085,7.0
1101106099,7.86
1101106214,7.89
1101106109,7.46
1101106098,8.61
1101106103,8.89
1101106112,7.43
1101106097,5.46
1101106114,8.5
1101106096,8.11
1101106111,7.75
1101106082,6.29
1101106108,7.18
