semester - 1
roll, sgpa
1321106013,4.88
1321106012,7.35
1321106011,6.92
1321106010,4.96
1321106014,6.77
1201106038,8.68
1201106039,8.07
1201106036,6.79
1201106037,7.96
1201106034,7.82
1201106035,6.79
1201106032,6.93
1201106033,9.07
1201106030,1.57
1201106031,8.0
1201106054,8.89
1201106055,8.82
1201106050,1.0
1201106051,8.29
1201106052,7.86
1201106053,8.25
1321106008,8.31
1321106009,8.27
1201106049,8.93
1201106029,7.5
1201106028,8.11
1201106043,7.61
1201106042,9.04
1201106041,8.93
1201106040,8.75
1201106047,2.86
1201106046,7.14
1201106045,8.32

semester - 2
roll, sgpa
1321106013,6.84
1321106012,8.4
1321106011,6.8
1321106010,5.88
1321106014,8.2
1201106038,8.89
1201106039,8.32
1201106036,6.96
1201106037,8.0
1201106034,7.64
1201106035,8.07
1201106032,7.07
1201106033,9.07
1201106030,0.0
1201106031,8.25
1201106054,9.07
1201106055,9.04
1201106050,0.0
1201106051,8.82
1201106052,7.89
1201106053,8.89
1321106008,8.96
1321106009,8.24
1201106049,8.96
1201106029,7.57
1201106028,7.68
1201106043,7.43
1201106042,8.79
1201106041,9.07
1201106040,8.86
1201106047,0.0
1201106046,7.07
1201106045,8.79

semester - 3
roll, sgpa
1321106013,6.75
1321106012,8.75
1321106011,7.5
1321106010,6.79
1321106014,8.42
1201106038,8.65
1201106039,7.73
1201106036,6.54
1201106037,8.23
1201106034,7.19
1201106035,8.46
1201106032,6.38
1201106033,9.12
1201106031,8.04
1201106054,8.38
1201106055,9.04
1201106051,8.81
1201106052,8.38
1201106053,8.46
1321106008,9.04
1321106009,8.71
1201106049,0.46
1201106029,7.46
1201106028,7.88
1201106043,7.27
1201106042,9.04
1201106041,9.31
1201106040,8.92
1201106047,6.0
1201106046,5.54
1201106045,8.69

semester - 4
roll, sgpa
1321106013,7.29
1321106012,8.67
1321106011,7.0
1321106010,5.92
1321106014,8.67
1201106038,8.2
1201106039,7.72
1201106036,6.84
1201106037,7.6
1201106034,7.52
1201106035,7.28
1201106032,6.96
1201106033,8.6
1201106031,8.32
1201106054,8.24
1201106055,8.84
1201106051,7.96
1201106052,7.68
1201106053,8.44
1321106008,8.71
1321106009,8.25
1201106049,0.0
1201106029,8.08
1201106028,8.08
1201106043,6.76
1201106042,8.56
1201106041,8.96
1201106040,8.36
1201106046,6.68
1201106045,8.24

semester - 5
roll, sgpa
1321106013,6.65
1321106012,8.62
1321106011,6.54
1321106010,6.5
1321106014,8.54
1201106038,8.88
1201106039,8.25
1201106036,6.54
1201106037,7.96
1201106034,8.25
1201106035,7.42
1201106032,7.38
1201106033,9.0
1201106031,8.17
1201106054,8.79
1201106055,9.25
1201106051,8.5
1201106052,8.42
1201106053,8.42
1321106008,8.92
1321106009,8.65
1201106029,7.63
1201106028,8.42
1201106043,7.29
1201106042,8.58
1201106041,9.13
1201106040,8.13
1201106046,6.67
1201106045,8.38

semester - 6
roll, sgpa
1321106013,7.83
1321106012,8.7
1321106011,7.7
1321106010,7.57
1321106014,8.96
1201106038,8.46
1201106039,8.17
1201106036,7.29
1201106037,7.88
1201106034,7.96
1201106035,6.96
1201106032,7.83
1201106033,8.71
1201106031,8.25
1201106054,8.17
1201106055,8.92
1201106051,8.63
1201106052,8.25
1201106053,8.75
1321106008,9.35
1321106009,7.96
1201106029,7.67
1201106028,8.17
1201106043,7.42
1201106042,8.79
1201106041,9.04
1201106040,8.04
1201106046,7.08
1201106045,8.54

semester - 7
roll, sgpa
1201106038,8.96
1201106039,8.58
1201106036,7.15
1201106037,7.65
1201106034,7.92
1201106035,7.77
1201106032,7.27
1201106033,8.54
1201106031,9.08
1201106054,8.62
1201106055,9.23
1201106051,8.81
1201106052,8.62
1201106053,9.08
1201106029,8.74
1201106028,8.83
1201106043,7.5
1201106042,9.31
1201106041,9.42
1201106040,8.43
1201106046,8.09
1201106045,8.73

semester - 8
roll, sgpa
1201106038,9.09
1201106039,8.7
1201106036,7.57
1201106037,8.96
1201106034,7.83
1201106035,7.96
1201106032,8.22
1201106033,9.35
1201106031,8.83
1201106054,9.22
1201106055,8.7
1201106051,8.17
1201106052,8.09
1201106053,9.35
1201106029,9.4
1201106043,7.43
1201106042,8.83
1201106041,9.48
1201106045,8.83

