semester - 1
roll, sgpa
1101106299,8.32
1101106298,6.39
1101106291,8.18
1101106290,7.0
1101106293,8.39
1101106292,9.36
1101106295,6.14
1101106294,8.54
1101106297,8.11
1101106296,7.54
1101106309,7.5
1101106308,2.0
1101106004,9.43
1101106303,6.11
1101106302,8.82
1101106301,8.25
1101106300,8.64
1101106307,7.36
1101106306,7.89
1101106305,8.5
1101106304,9.11
1101106320,9.18
1101106329,8.29
1101106311,8.07
1101106350,8.39
1101106288,8.11
1101106289,8.61
1101106282,8.86
1101106283,8.5
1101106280,8.93
1101106281,8.75
1101106286,7.43
1101106287,8.54
1101106284,6.54
1101106285,6.36
1101106277,6.43
1221106044,7.41
1221106047,8.74
1221106046,7.85
1221106041,8.74
1221106043,8.3
1221106042,8.63
1101106279,6.64
1101106278,8.64
1101106314,8.89
1101106315,7.96
1101106316,8.25
1101106317,7.86
1101106310,8.75
1101106126,8.68
1101106312,8.68
1101106313,8.57
1221106045,7.39
1101106318,8.54
1101106319,8.07

semester - 2
roll, sgpa
1101106299,7.18
1101106298,6.21
1101106291,7.5
1101106290,6.11
1101106293,7.39
1101106292,8.89
1101106295,6.54
1101106294,7.71
1101106297,6.79
1101106296,7.18
1101106309,1.5
1101106004,8.93
1101106303,5.89
1101106302,8.36
1101106301,7.64
1101106300,8.07
1101106307,6.79
1101106306,6.71
1101106305,8.0
1101106304,8.54
1101106320,9.43
1101106329,7.71
1101106311,7.18
1101106350,8.64
1101106288,8.0
1101106289,8.96
1101106282,8.21
1101106283,8.57
1101106280,8.61
1101106281,8.68
1101106286,6.14
1101106287,8.11
1101106284,6.25
1101106285,6.68
1101106277,6.25
1221106044,7.69
1221106047,9.15
1221106046,8.12
1221106041,8.77
1221106043,8.19
1221106042,9.0
1101106279,1.64
1101106278,8.61
1101106314,7.75
1101106315,2.79
1101106316,8.57
1101106317,7.61
1101106310,8.21
1101106126,9.0
1101106312,7.89
1101106313,7.86
1221106045,8.04
1101106318,8.43
1101106319,7.5

semester - 3
roll, sgpa
1101106299,6.15
1101106298,6.07
1101106291,6.78
1101106290,5.96
1101106293,7.59
1101106292,8.59
1101106295,5.15
1101106294,6.89
1101106297,6.22
1101106296,6.44
1101106004,8.56
1101106303,4.63
1101106302,8.33
1101106301,6.22
1101106300,7.48
1101106307,6.63
1101106306,6.11
1101106305,7.33
1101106304,7.56
1101106320,8.63
1101106329,6.48
1101106311,6.33
1101106350,7.48
1101106288,7.78
1101106289,8.04
1101106282,8.7
1101106283,7.85
1101106280,8.11
1101106281,8.19
1101106286,5.15
1101106287,7.56
1101106284,6.07
1101106285,5.7
1101106277,7.0
1221106044,7.71
1221106047,9.04
1221106046,8.17
1221106041,8.92
1221106043,8.21
1221106042,9.0
1101106278,7.85
1101106314,7.89
1101106316,7.67
1101106317,7.56
1101106310,7.74
1101106126,7.22
1101106312,7.52
1101106313,7.19
1221106045,7.96
1101106318,8.56
1101106319,7.04

semester - 4
roll, sgpa
1101106299,6.96
1101106298,6.27
1101106291,7.62
1101106290,6.54
1101106293,7.85
1101106292,9.12
1101106295,7.31
1101106294,7.69
1101106297,6.96
1101106296,6.58
1101106004,8.62
1101106303,5.77
1101106302,8.54
1101106301,7.42
1101106300,7.27
1101106307,7.73
1101106306,5.96
1101106305,7.5
1101106304,8.23
1101106320,9.38
1101106329,7.85
1101106311,7.42
1101106350,8.85
1101106288,7.81
1101106289,8.23
1101106282,8.5
1101106283,7.15
1101106280,7.77
1101106281,8.0
1101106286,4.42
1101106287,7.65
1101106284,6.35
1101106285,7.19
1101106277,6.42
1221106044,6.75
1221106047,8.29
1221106046,6.88
1221106041,7.67
1221106043,6.46
1221106042,7.92
1101106278,8.04
1101106314,8.31
1101106316,8.35
1101106317,7.96
1101106310,8.38
1101106126,7.65
1101106312,7.31
1101106313,7.69
1221106045,6.92
1101106318,8.92
1101106319,6.71

semester - 5
roll, sgpa
1101106299,7.58
1101106298,7.38
1101106291,8.08
1101106290,7.5
1101106293,8.75
1101106292,9.38
1101106295,7.33
1101106294,8.33
1101106297,7.79
1101106296,7.13
1101106004,9.25
1101106303,6.71
1101106302,9.08
1101106301,8.63
1101106300,8.42
1101106307,8.08
1101106306,6.13
1101106305,8.83
1101106304,8.75
1101106320,9.29
1101106329,8.67
1101106311,8.08
1101106350,8.96
1101106288,9.04
1101106289,8.67
1101106282,9.13
1101106283,8.83
1101106280,9.04
1101106281,8.79
1101106286,6.21
1101106287,7.88
1101106284,7.0
1101106285,8.21
1101106277,8.21
1221106044,7.44
1221106047,8.16
1221106046,7.92
1221106041,9.04
1221106043,7.56
1221106042,8.92
1101106278,8.63
1101106314,8.92
1101106316,8.75
1101106317,7.54
1101106310,8.67
1101106126,8.96
1101106312,8.58
1101106313,8.08
1221106045,8.28
1101106318,9.04
1101106319,5.13

semester - 6
roll, sgpa
1101106299,7.38
1101106298,6.71
1101106291,7.0
1101106290,6.29
1101106293,6.96
1101106292,8.5
1101106295,6.38
1101106294,6.83
1101106297,5.96
1101106296,6.71
1101106004,8.54
1101106303,6.08
