semester - 1
roll, sgpa
1221106029,5.11
1221106030,7.67
1221106031,3.96
1221106032,8.93
1101106252,8.82
1101106248,8.14
1101106249,8.57
1101106246,6.86
1101106247,7.75
1101106244,8.82
1101106245,8.82
1101106242,8.93
1101106243,7.5
1101106240,9.29
1101106241,8.93
1101106224,8.18
1101106225,9.11
1101106226,8.68
1101106227,7.68
1101106228,8.64
1101106229,6.89
1101106172,8.71
1101106239,9.11
1101106238,8.0
1101106233,7.21
1101106232,7.39
1101106231,8.82
1221106028,6.55
1101106237,9.21
1101106250,8.54
1101106234,9.11
1101106165,8.96

semester - 2
roll, sgpa
1221106029,4.79
1221106030,8.43
1221106031,3.79
1221106032,8.86
1101106252,8.39
1101106248,7.86
1101106249,7.96
1101106246,7.29
1101106247,7.29
1101106244,8.36
1101106245,8.36
1101106242,8.21
1101106243,7.36
1101106240,9.21
1101106241,8.43
1101106224,7.21
1101106225,9.32
1101106226,9.0
1101106227,7.79
1101106228,8.54
1101106229,6.89
1101106172,8.93
1101106239,8.89
1101106238,7.5
1101106233,7.96
1101106232,6.86
1101106231,9.29
1221106028,6.14
1101106237,9.32
1101106250,8.82
1101106234,9.36
1101106165,8.68

semester - 3
roll, sgpa
1221106029,4.24
1221106030,7.2
1221106031,3.8
1221106032,8.56
1101106252,7.96
1101106248,7.56
1101106249,7.81
1101106246,6.67
1101106247,6.56
1101106244,8.04
1101106245,8.37
1101106242,7.59
1101106243,6.96
1101106240,8.89
1101106241,7.63
1101106224,6.41
1101106225,8.96
1101106226,8.85
1101106227,7.59
1101106228,8.0
1101106229,6.56
1101106172,8.52
1101106239,9.11
1101106238,6.7
1101106233,7.78
1101106232,6.7
1101106231,9.26
1221106028,5.64
1101106237,8.52
1101106250,7.89
1101106234,8.78
1101106165,8.74

semester - 4
roll, sgpa
1221106029,4.83
1221106030,7.92
1221106031,3.83
1221106032,8.54
1101106252,9.14
1101106248,8.07
1101106249,9.36
1101106246,7.39
1101106247,8.0
1101106244,9.11
1101106245,8.79
1101106242,8.89
1101106243,8.61
1101106240,9.54
1101106241,8.82
1101106224,8.04
1101106225,9.54
1101106226,9.54
1101106227,8.57
1101106228,8.79
1101106229,8.11
1101106172,8.5
1101106239,9.57
1101106238,7.61
1101106233,8.64
1101106232,8.79
1101106231,9.39
1221106028,7.42
1101106237,9.32
1101106250,8.61
1101106234,9.25
1101106165,8.54

semester - 5
roll, sgpa
1221106029,5.35
1221106030,8.22
1221106031,4.35
1221106032,8.87
1101106252,8.8
1101106248,8.08
1101106249,9.24
1101106246,6.6
1101106247,7.56
1101106244,8.52
1101106245,7.8
1101106242,8.4
1101106243,7.76
1101106240,9.36
1101106241,8.76
1101106224,7.12
1101106225,9.52
1101106226,9.64
1101106227,7.88
1101106228,8.56
1101106229,7.56
1101106172,8.4
1101106239,9.48
1101106238,6.84
1101106233,8.12
1101106232,7.56
1101106231,9.64
1221106028,7.52
1101106237,9.12
1101106250,8.96
1101106234,9.28
1101106165,8.48

semester - 6
roll, sgpa
1221106029,7.71
1221106030,8.14
1221106031,6.29
1221106032,8.71
1101106252,8.79
1101106248,8.29
1101106249,8.92
1101106246,7.0
1101106247,7.42
1101106244,9.04
1101106245,8.79
1101106242,8.92
1101106243,8.71
1101106240,9.17
1101106241,9.17
1101106224,7.25
1101106225,9.5
1101106226,9.5
1101106227,8.42
1101106228,8.63
1101106229,8.29
1101106172,8.88
1101106239,8.88
1101106238,6.08
1101106233,8.42
1101106232,7.0
1101106231,9.38
1221106028,8.38
1101106237,8.88
1101106250,8.88
1101106234,8.79
1101106165,9.0

semester - 7
roll, sgpa
1101106252,8.26
1101106248,8.09
1101106249,7.91
1101106246,6.91
1101106247,7.22
1101106244,8.48
1101106245,8.17
1101106242,8.39
1101106243,8.13
1101106240,8.74
1101106241,8.39
1101106224,7.43
1101106225,8.87
1101106226,8.87
1101106227,8.22
1101106228,8.43
1101106229,7.87
1101106172,8.52
1101106239,8.65
1101106238,7.04
1101106233,7.17
1101106232,6.91
1101106231,8.43
1101106237,8.57
1101106250,8.43
1101106234,8.43
1101106165,8.57

semester - 8
roll, sgpa
1101106252,8.86
1101106248,8.62
1101106249,9.0
1101106246,8.43
1101106247,8.29
1101106244,8.95
1101106245,8.67
1101106242,9.14
1101106243,9.0
1101106240,9.19
1101106241,8.81
1101106224,8.24
1101106225,9.57
1101106226,9.43
1101106227,8.86
1101106228,8.71
1101106229,8.62
1101106172,8.81
1101106239,9.14
1101106238,8.33
1101106233,8.14
1101106232,7.95
1101106231,9.0
1101106237,9.14
1101106250,8.67
1101106234,9.0
1101106165,9.14

