semester - 1
roll, sgpa
1001106333,7.68
1001106308,7.75
1001106309,7.04
1001106328,4.54
1001106329,6.39
1121106052,7.26
1001106332,8.54
1001106081,8.04
1001106303,1.14
1001106300,8.32
1001106301,8.57
1001106306,7.43
1001106307,5.86
1001106304,8.0
1001106305,0.71
1001106330,7.36
1121106056,7.37
1001106326,8.82
1121106055,9.11
1121106054,7.0
1121106057,6.74
1001106294,8.43
1001106295,8.46
1001106296,0.71
1001106297,6.93
1001106290,8.39
1001106291,8.43
1001106292,6.5
1001106293,8.39
1121106051,4.81
1001106302,8.36
1001106298,6.5
1001106299,6.79
1121106050,7.19
1001106319,7.14
1001106318,8.79
1001106331,8.79
1001106327,9.04
1001106315,8.25
1121106053,8.37
1001106311,8.61
1001106310,9.11
1001106313,7.57
1001106312,7.96
1001106096,8.46
1001106289,8.32
1001106317,8.46
1001106314,9.07
1001106323,8.07
1001106288,8.43
1001106322,7.39
1001106320,9.07
1001106316,8.46
1001106324,8.29
1001106065,8.96
1001106028,8.82
1001106044,8.36
1001106287,6.68
1001106321,9.21
1001106325,7.93
1121106049,6.3

semester - 2
roll, sgpa
1001106333,7.96
1001106308,7.61
1001106309,6.65
1001106328,5.08
1001106329,1.52
1121106052,7.54
1001106332,8.71
1001106081,9.25
1001106303,0.0
1001106300,2.32
1001106301,9.04
1001106306,7.58
1001106307,6.0
1001106304,8.0
1001106305,0.0
1001106330,6.93
1121106056,7.65
1001106326,9.0
1121106055,8.88
1121106054,8.58
1121106057,7.5
1001106294,8.96
1001106295,7.25
1001106296,0.0
1001106297,7.75
1001106290,8.89
1001106291,8.64
1001106292,6.97
1001106293,8.57
1121106051,5.38
1001106302,8.43
1001106298,6.48
1001106299,7.26
1121106050,8.42
1001106319,5.96
1001106318,8.93
1001106331,9.07
1001106327,9.32
1001106315,8.36
1121106053,8.46
1001106311,8.5
1001106310,9.39
1001106313,7.25
1001106312,8.18
1001106096,9.43
1001106289,8.64
1001106317,7.96
1001106314,9.0
1001106323,8.54
1001106288,8.89
1001106322,6.65
1001106320,9.0
1001106316,8.93
1001106324,9.04
1001106065,9.07
1001106028,8.64
1001106044,9.29
1001106287,5.87
1001106321,3.68
1001106325,8.43
1121106049,7.15

semester - 3
roll, sgpa
1001106333,7.3
1001106308,6.59
1001106309,5.15
1001106328,5.37
1001106329,0.0
1121106052,7.83
1001106332,8.41
1001106081,7.44
1001106300,0.0
1001106301,7.74
1001106306,7.26
1001106307,5.63
1001106304,7.59
1001106330,7.22
1121106056,7.33
1001106326,9.07
1121106055,8.88
1121106054,8.92
1121106057,7.58
1001106294,7.63
1001106295,8.19
1001106297,6.7
1001106290,8.22
1001106291,8.04
1001106292,6.63
1001106293,7.07
1121106051,6.71
1001106302,8.04
1001106298,5.52
1001106299,6.63
1121106050,8.46
